/* DATA DESCRIPTION:
Citation:	International Hydrographic Organization, IHO; Sieger, Rainer (2012): Limits of oceans and seas in digitized, machine readable form. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.777975
Related to:	International Hydrographic Organization, IHO (1953): Limits of Oceans and Seas. International Hydrographic Organization, Special Publication No 23, 3rd Edition, IMP, Monégasque - Monte-Carlo, 45 pp, hdl:10013/epic.37175.d001
Other version:	KML file containing the polygons of Oceans and Seas (URI: hdl:10013/epic.37175.d016)
Coverage:	MEDIAN LATITUDE: 22.632368 * MEDIAN LONGITUDE: 42.076221 * SOUTH-BOUND LATITUDE: -78.920994 * WEST-BOUND LONGITUDE: -179.998993 * NORTH-BOUND LATITUDE: 90.000000 * EAST-BOUND LONGITUDE: 179.998993
Comment:	This dataset is the digitized version of the printed "Limits of Oceans and Seas" (IHO, 1953). The report describes the boundaries of 148 oceans and seas. The given positions were typed into a spreadsheet and were completed to a right ordered polygon by hand using Google Earth. The dataset consists of five columns. The first column contains the name of the ocean or sea, column 2 and 3 contain the position of each polygon point (latitude, longitude). Column 4 contains an area index, column 5 a polygon index. These two indices structurize the dataset.
	The other version link provides a Google Earth layer in KML format (zipped). This layer consists of all polygons and names of oceans or seas at area centroid position given in dataset doi:10.1594/PANGAEA.777976.
Parameter(s):	Name (Name) * COMMENT: of ocean or sea
	LATITUDE (Latitude) * GEOCODE
	LONGITUDE (Longitude) * GEOCODE
	Index (Index) * COMMENT: of ocean or sea
	Index (Index) * COMMENT: polygon position
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	7629 data points
*/
Name (of ocean or sea)	Latitude	Longitude	Index (of ocean or sea)	Index (polygon position)
Joseph Bonaparte Gulf	-13.90830	127.34200	260002016	6
Jawa Sea	-5.87500	106.03900	260002015	1
Jawa Sea	-5.83611	105.77500	260002015	2
Jawa Sea	-3.22500	105.77500	260002015	3
Jawa Sea	-3.22500	106.08300	260002015	4
Jawa Sea	-3.08333	106.49200	260002015	5
Jawa Sea	-2.57222	106.84200	260002015	6
Jawa Sea	-2.60000	107.64200	260002015	7
Jawa Sea	-2.75000	108.27500	260002015	8
Jawa Sea	-2.99722	110.30600	260002015	9
Jawa Sea	-2.39536	111.96798	260002015	10
Jawa Sea	-3.64167	115.99400	260002015	11
Jawa Sea	-4.08611	116.08600	260002015	12
Jawa Sea	-5.53889	119.26700	260002015	13
Jawa Sea	-5.61250	119.46000	260002015	14
Jawa Sea	-6.55833	118.80800	260002015	15
Jawa Sea	-7.50000	117.18300	260002015	16
Jawa Sea	-7.18333	115.89200	260002015	17
Jawa Sea	-7.15000	115.73300	260002015	18
Jawa Sea	-7.01111	115.28300	260002015	19
Jawa Sea	-7.83333	114.46700	260002015	20
Jawa Sea	-8.00000	112.00000	260002015	21
Jawa Sea	-5.87500	106.03900	260002015	22
Halmahera Sea	2.50000	128.67799	260002014	1
Halmahera Sea	-0.02222	131.04401	260002014	2
Halmahera Sea	-0.82500	131.22501	260002014	3
Halmahera Sea	-1.25000	131.33900	260002014	4
Halmahera Sea	-1.43333	130.93100	260002014	5
Halmahera Sea	-1.18333	129.83299	260002014	6
Halmahera Sea	-1.39167	128.91701	260002014	7
Halmahera Sea	-1.50833	128.63300	260002014	8
Halmahera Sea	-1.63333	128.33299	260002014	9
Halmahera Sea	-1.68611	128.15300	260002014	10
Halmahera Sea	-1.33333	127.66700	260002014	11
Halmahera Sea	-1.29167	127.66700	260002014	12
Halmahera Sea	-1.17500	127.54400	260002014	13
Halmahera Sea	-0.83889	128.22200	260002014	14
Halmahera Sea	-0.22600	127.81800	260002014	15
Halmahera Sea	0.60000	127.81800	260002014	16
Halmahera Sea	1.00000	127.54600	260002014	17
Halmahera Sea	1.84000	127.76400	260002014	18
Halmahera Sea	2.19444	128.06399	260002014	19
Halmahera Sea	2.27778	128.19200	260002014	20
Halmahera Sea	2.50000	128.67799	260002014	21
Gulf of Tonkin	21.86132	109.98751	260002013	1
Gulf of Tonkin	20.22500	109.92100	260002013	2
Gulf of Tonkin	20.00830	109.71100	260002013	3
Gulf of Tonkin	18.50000	108.69200	260002013	4
Gulf of Tonkin	17.08330	107.12100	260002013	5
Gulf of Tonkin	18.53118	105.41528	260002013	6
Gulf of Tonkin	20.78821	105.97018	260002013	7
Gulf of Tonkin	21.68168	107.65718	260002013	8
Gulf of Tonkin	21.86132	109.98751	260002013	9
Gulf of Tomini	0.29167	123.34200	260002012	1
Gulf of Tomini	-0.65139	123.40800	260002012	2
Gulf of Tomini	-0.70000	123.26700	260002012	3
Gulf of Tomini	-1.50000	121.25000	260002012	4
Gulf of Tomini	-1.50000	120.00000	260002012	5
Gulf of Tomini	0.27300	120.00000	260002012	6
Gulf of Tomini	0.64700	120.57500	260002012	7
Gulf of Tomini	0.64700	123.06800	260002012	8
Gulf of Tomini	0.29167	123.34200	260002012	9
Gulf of Thailand	10.00000	105.60000	260002011	1
Gulf of Thailand	8.61111	104.72100	260002011	2
Gulf of Thailand	6.21667	102.22800	260002011	3
Gulf of Thailand	6.14913	101.90143	260002011	4
Gulf of Thailand	6.93140	100.61353	260002011	5
Gulf of Thailand	9.18917	99.12983	260002011	6
Gulf of Thailand	9.94285	98.98853	260002011	7
Gulf of Thailand	13.35359	99.82625	260002011	8
Gulf of Thailand	13.83306	100.21157	260002011	9
Gulf of Thailand	13.52212	101.08434	260002011	10
Gulf of Thailand	10.00000	105.60000	260002011	11
Gulf of Carpentaria	-10.98330	142.12601	260002010	1
Gulf of Carpentaria	-12.60758	142.22991	260002010	2
Gulf of Carpentaria	-17.74808	141.50414	260002010	3
Gulf of Carpentaria	-17.82151	139.33112	260002010	4
Gulf of Carpentaria	-14.96774	134.84216	260002010	5
Gulf of Carpentaria	-13.22303	135.64268	260002010	6
Gulf of Carpentaria	-12.34720	136.97501	260002010	7
Gulf of Carpentaria	-10.98330	142.12601	260002010	8
Gulf of Bone	-4.00000	121.90000	260002009	1
Gulf of Bone	-5.05556	121.90000	260002009	2
Gulf of Bone	-5.62222	120.47800	260002009	3
Gulf of Bone	-5.30000	120.00000	260002009	4
Gulf of Bone	-2.50000	120.00000	260002009	5
Gulf of Bone	-2.50000	121.00000	260002009	6
Gulf of Bone	-4.00000	121.90000	260002009	7
Gulf of Berau	-2.77500	131.93300	260002008	1
Gulf of Berau	-2.08333	132.02499	260002008	2
Gulf of Berau	-2.16136	133.01924	260002008	3
Gulf of Berau	-2.00000	134.00000	260002008	4
Gulf of Berau	-2.70977	133.99344	260002008	5
Gulf of Berau	-2.83592	132.79767	260002008	6
Gulf of Berau	-2.77500	131.93300	260002008	7
Flores Sea	-5.62222	120.47800	260002007	1
Flores Sea	-5.76944	120.50000	260002007	2
Flores Sea	-6.50000	120.49200	260002007	3
Flores Sea	-6.74400	120.44200	260002007	4
Flores Sea	-7.03000	120.63400	260002007	5
Flores Sea	-7.16400	120.76900	260002007	6
Flores Sea	-7.31600	120.82600	260002007	7
Flores Sea	-7.37350	121.13400	260002007	8
Flores Sea	-7.38333	121.80000	260002007	9
Flores Sea	-8.06389	122.86700	260002007	10
Flores Sea	-8.49000	122.94100	260002007	11
Flores Sea	-8.73000	121.53600	260002007	12
Flores Sea	-8.42778	119.86100	260002007	13
Flores Sea	-8.31667	119.00800	260002007	14
Flores Sea	-8.89167	118.50000	260002007	15
Flores Sea	-8.36667	117.15800	260002007	16
Flores Sea	-7.50000	117.18300	260002007	17
Flores Sea	-6.55833	118.80800	260002007	18
Flores Sea	-5.61250	119.46000	260002007	19
Flores Sea	-5.62222	120.47800	260002007	20
Banda Sea	-8.06389	122.86700	260002006	1
Banda Sea	-7.38333	121.80000	260002006	2
Banda Sea	-7.37350	121.13400	260002006	3
Banda Sea	-7.31600	120.82600	260002006	4
Banda Sea	-7.16400	120.76900	260002006	5
Banda Sea	-7.03000	120.63400	260002006	6
Banda Sea	-6.74400	120.44200	260002006	7
Banda Sea	-6.50000	120.49200	260002006	8
Banda Sea	-5.76944	120.50000	260002006	9
Banda Sea	-5.62222	120.47800	260002006	10
Banda Sea	-5.05556	121.90000	260002006	11
Banda Sea	-4.00000	121.90000	260002006	12
Banda Sea	-1.61000	121.00000	260002006	13
Banda Sea	-1.50000	121.25000	260002006	14
Banda Sea	-0.70000	123.26700	260002006	15
Banda Sea	-1.05278	123.31400	260002006	16
Banda Sea	-1.16667	123.29200	260002006	17
Banda Sea	-1.71389	123.60000	260002006	18
Banda Sea	-1.65833	124.40000	260002006	19
Banda Sea	-1.93889	125.91900	260002006	20
Banda Sea	-1.97222	125.91700	260002006	21
Banda Sea	-2.47222	126.04400	260002006	22
Banda Sea	-3.11389	126.09200	260002006	23
Banda Sea	-3.05278	126.70800	260002006	24
Banda Sea	-2.86111	128.16099	260002006	25
Banda Sea	-3.20000	130.00000	260002006	26
Banda Sea	-3.86667	130.84200	260002006	27
Banda Sea	-4.11667	131.31700	260002006	28
Banda Sea	-4.50000	131.66701	260002006	29
Banda Sea	-4.81000	131.74400	260002006	30
Banda Sea	-5.27778	133.14999	260002006	31
Banda Sea	-6.01111	132.83900	260002006	32
Banda Sea	-6.98333	132.01100	260002006	33
Banda Sea	-8.33889	130.75600	260002006	34
Banda Sea	-8.21667	128.89999	260002006	35
Banda Sea	-8.27500	128.23300	260002006	36
Banda Sea	-8.21667	127.60000	260002006	37
Banda Sea	-8.39444	127.29700	260002006	38
Banda Sea	-8.64028	125.11900	260002006	39
Banda Sea	-8.31944	125.13300	260002006	40
Banda Sea	-8.31667	123.02800	260002006	41
Banda Sea	-8.31667	123.01900	260002006	42
Banda Sea	-8.06389	122.86700	260002006	43
Bali Sea	-7.50000	117.18300	260002005	1
Bali Sea	-8.36667	117.15800	260002005	2
Bali Sea	-9.01111	116.73100	260002005	3
Bali Sea	-8.86667	116.59200	260002005	4
Bali Sea	-8.82778	115.84200	260002005	5
Bali Sea	-8.82222	115.59200	260002005	6
Bali Sea	-8.85000	115.11700	260002005	7
Bali Sea	-8.77500	114.53300	260002005	8
Bali Sea	-8.30000	114.00000	260002005	9
Bali Sea	-7.83333	114.46700	260002005	10
Bali Sea	-7.01111	115.28300	260002005	11
Bali Sea	-7.15000	115.73300	260002005	12
Bali Sea	-7.18333	115.89200	260002005	13
Bali Sea	-7.50000	117.18300	260002005	14
Aru Sea	-8.33889	130.75600	260002004	1
Aru Sea	-6.98333	132.01100	260002004	2
Aru Sea	-6.01111	132.83900	260002004	3
Aru Sea	-5.27778	133.14999	260002004	4
Aru Sea	-4.31111	133.62500	260002004	5
Aru Sea	-3.85833	133.44200	260002004	6
Aru Sea	-3.00000	133.44200	260002004	7
Aru Sea	-3.00000	134.00000	260002004	8
Aru Sea	-6.00000	140.00000	260002004	9
Aru Sea	-8.00000	140.00000	260002004	10
Aru Sea	-8.41667	137.63300	260002004	11
Aru Sea	-8.33889	130.75600	260002004	12
Arafura Sea	-8.33889	130.75600	260002003	1
Arafura Sea	-11.30830	131.76700	260002003	2
Arafura Sea	-8.33889	130.75600	260002003	3
Arafura Sea	-8.41667	137.63300	260002003	4
Arafura Sea	-8.00000	140.00000	260002003	5
Arafura Sea	-9.13333	141.01700	260002003	6
Arafura Sea	-10.98330	142.12601	260002003	7
Arafura Sea	-12.34720	136.97501	260002003	8
Arafura Sea	-12.78655	135.82044	260002003	9
Arafura Sea	-12.00000	133.50000	260002003	10
Arafura Sea	-11.30830	131.76700	260002003	11
Arafura Sea	-8.33889	130.75600	260002003	12
South Pacific Ocean, eastern part	-78.43382	179.99899	260002002	1
South Pacific Ocean, eastern part	-78.70784	158.36353	260002002	2
South Pacific Ocean, eastern part	-68.07036	146.91048	260002002	3
South Pacific Ocean, eastern part	-66.80917	146.14106	260002002	4
South Pacific Ocean, eastern part	-43.64440	146.82400	260002002	5
South Pacific Ocean, eastern part	-40.68190	144.68300	260002002	6
South Pacific Ocean, eastern part	-40.15670	143.92300	260002002	7
South Pacific Ocean, eastern part	-39.58330	143.95000	260002002	8
South Pacific Ocean, eastern part	-38.85830	143.50999	260002002	9
South Pacific Ocean, eastern part	-12.60758	142.22991	260002002	10
South Pacific Ocean, eastern part	-10.98330	142.12601	260002002	11
South Pacific Ocean, eastern part	-9.12917	141.01700	260002002	12
South Pacific Ocean, eastern part	-6.00000	140.00000	260002002	13
South Pacific Ocean, eastern part	-4.00000	136.00000	260002002	14
South Pacific Ocean, eastern part	-3.00000	134.00000	260002002	15
South Pacific Ocean, eastern part	-2.00000	134.00000	260002002	16
South Pacific Ocean, eastern part	-0.82500	131.22501	260002002	17
South Pacific Ocean, eastern part	-0.02222	131.04401	260002002	18
South Pacific Ocean, eastern part	0.00000	179.99899	260002002	19
South Pacific Ocean, eastern part	-70.00000	179.99899	260002002	20
South Pacific Ocean, eastern part	-78.43382	179.99899	260002002	21
South Pacific Ocean, western part	0.00000	-179.99899	260002001	1
South Pacific Ocean, western part	0.00000	-78.00000	260002001	2
South Pacific Ocean, western part	-19.50000	-69.00000	260002001	3
South Pacific Ocean, western part	-48.00000	-71.00000	260002001	4
South Pacific Ocean, western part	-52.33300	-68.35600	260002001	5
South Pacific Ocean, western part	-52.65800	-68.60800	260002001	6
South Pacific Ocean, western part	-55.97900	-67.26700	260002001	7
South Pacific Ocean, western part	-67.15357	-67.18794	260002001	8
South Pacific Ocean, western part	-69.00000	-67.26700	260002001	9
South Pacific Ocean, western part	-73.22530	-71.54530	260002001	10
South Pacific Ocean, western part	-74.02079	-81.96855	260002001	11
South Pacific Ocean, western part	-75.10000	-98.79000	260002001	12
South Pacific Ocean, western part	-75.10000	-120.00000	260002001	13
South Pacific Ocean, western part	-74.91854	-144.00000	260002001	14
South Pacific Ocean, western part	-78.92099	-161.08415	260002001	15
South Pacific Ocean, western part	-78.43382	-179.99899	260002001	16
South Pacific Ocean, western part	-70.00000	-179.99899	260002001	17
South Pacific Ocean, western part	0.00000	-179.99899	260002001	18
Yellow Sea	33.28750	126.16200	260001020	1
Yellow Sea	31.70000	121.90000	260001020	2
Yellow Sea	33.45977	120.07647	260001020	3
Yellow Sea	35.00000	119.00000	260001020	4
Yellow Sea	37.23650	121.55527	260001020	5
Yellow Sea	37.82920	120.74200	260001020	6
Yellow Sea	38.72640	121.13300	260001020	7
Yellow Sea	39.54580	122.36000	260001020	8
Yellow Sea	40.00000	123.00000	260001020	9
Yellow Sea	39.90510	125.43028	260001020	10
Yellow Sea	37.84055	126.58689	260001020	11
Yellow Sea	36.00000	127.10000	260001020	12
Yellow Sea	34.58890	126.25000	260001020	13
Yellow Sea	34.41940	126.09000	260001020	14
Yellow Sea	34.36110	126.01400	260001020	15
Yellow Sea	34.20690	125.80000	260001020	16
Yellow Sea	33.28750	126.16200	260001020	17
Taiwan Strait	21.89580	120.85800	260001019	1
Taiwan Strait	23.11000	117.32000	260001019	2
Taiwan Strait	23.39310	117.12100	260001019	3
Taiwan Strait	23.43060	116.94000	260001019	4
Taiwan Strait	23.50000	116.50000	260001019	5
Taiwan Strait	25.70000	118.40000	260001019	6
Taiwan Strait	25.70000	119.60000	260001019	7
Taiwan Strait	25.66670	119.78600	260001019	8
Taiwan Strait	25.29580	121.54200	260001019	9
Taiwan Strait	23.00000	120.50000	260001019	10
Taiwan Strait	21.89580	120.85800	260001019	11
Seto Naikai	33.87780	135.06100	260001018	1
Seto Naikai	33.84170	134.81700	260001018	2
Seto Naikai	33.83060	134.75200	260001018	3
Seto Naikai	33.49590	132.35700	260001018	4
Seto Naikai	33.34030	132.01700	260001018	5
Seto Naikai	33.26390	131.90601	260001018	6
Seto Naikai	33.00000	131.00000	260001018	7
Seto Naikai	33.93110	130.73100	260001018	8
Seto Naikai	33.96670	130.85400	260001018	9
Seto Naikai	33.97220	130.86700	260001018	10
Seto Naikai	34.02170	130.90700	260001018	11
Seto Naikai	35.00000	134.00000	260001018	12
Seto Naikai	35.00000	135.60001	260001018	13
Seto Naikai	34.00000	135.60001	260001018	14
Seto Naikai	33.87780	135.06100	260001018	15
Sea of Okhotsk	45.44720	141.64999	260001017	1
Sea of Okhotsk	46.04440	141.91901	260001017	2
Sea of Okhotsk	48.00000	142.34000	260001017	3
Sea of Okhotsk	51.74440	142.34000	260001017	4
Sea of Okhotsk	51.74440	141.67500	260001017	5
Sea of Okhotsk	51.68330	141.10600	260001017	6
Sea of Okhotsk	55.00000	132.00000	260001017	7
Sea of Okhotsk	60.00000	142.00000	260001017	8
Sea of Okhotsk	63.00000	160.00000	260001017	9
Sea of Okhotsk	63.00000	166.20000	260001017	10
Sea of Okhotsk	61.00000	166.20000	260001017	11
Sea of Okhotsk	60.00000	162.30000	260001017	12
Sea of Okhotsk	57.80000	161.00000	260001017	13
Sea of Okhotsk	50.86670	156.66701	260001017	14
Sea of Okhotsk	46.76000	152.39999	260001017	15
Sea of Okhotsk	44.35000	147.39999	260001017	16
Sea of Okhotsk	43.60000	147.00000	260001017	17
Sea of Okhotsk	43.38330	145.81900	260001017	18
Sea of Okhotsk	43.50000	142.60001	260001017	19
Sea of Okhotsk	45.44720	141.64999	260001017	20
Philippine Sea	33.26390	131.90601	260001016	1
Philippine Sea	33.34030	132.01700	260001016	2
Philippine Sea	33.49590	132.35700	260001016	3
Philippine Sea	33.83060	134.75200	260001016	4
Philippine Sea	33.84170	134.81700	260001016	5
Philippine Sea	33.87780	135.06100	260001016	6
Philippine Sea	34.00000	135.60001	260001016	7
Philippine Sea	35.50000	136.70000	260001016	8
Philippine Sea	34.65000	138.98100	260001016	9
Philippine Sea	33.00000	139.83299	260001016	10
Philippine Sea	30.40000	140.39999	260001016	11
Philippine Sea	27.00000	142.41701	260001016	12
Philippine Sea	24.75000	141.33299	260001016	13
Philippine Sea	20.45600	145.00000	260001016	14
Philippine Sea	18.68000	145.89999	260001016	15
Philippine Sea	15.00000	145.66701	260001016	16
Philippine Sea	13.50000	144.83299	260001016	17
Philippine Sea	9.50000	138.05000	260001016	18
Philippine Sea	7.50000	134.58299	260001016	19
Philippine Sea	2.64167	128.55800	260001016	20
Philippine Sea	4.48611	126.85800	260001016	21
Philippine Sea	3.73056	126.82500	260001016	22
Philippine Sea	3.34167	125.61100	260001016	23
Philippine Sea	3.74167	125.45000	260001016	24
Philippine Sea	4.74167	125.48900	260001016	25
Philippine Sea	5.39167	125.32900	260001016	26
Philippine Sea	5.55833	125.32900	260001016	27
Philippine Sea	7.92300	123.93444	260001016	28
Philippine Sea	8.55866	123.44734	260001016	29
Philippine Sea	8.72639	123.37800	260001016	30
Philippine Sea	9.04167	123.01700	260001016	31
Philippine Sea	11.00280	123.19300	260001016	32
Philippine Sea	11.13330	123.12500	260001016	33
Philippine Sea	11.15830	123.10300	260001016	34
Philippine Sea	11.90000	121.88300	260001016	35
Philippine Sea	11.99720	121.56100	260001016	36
Philippine Sea	12.11940	121.35300	260001016	37
Philippine Sea	12.20830	121.24300	260001016	38
Philippine Sea	13.44580	120.30000	260001016	39
Philippine Sea	13.85000	120.07500	260001016	40
Philippine Sea	14.13330	120.57500	260001016	41
Philippine Sea	18.58330	122.13300	260001016	42
Philippine Sea	19.95560	122.14300	260001016	43
Philippine Sea	19.95560	122.14300	260001016	44
Philippine Sea	21.89580	120.85800	260001016	45
Philippine Sea	25.00830	122.01100	260001016	46
Philippine Sea	24.44440	122.93500	260001016	47
Philippine Sea	24.05000	123.78300	260001016	48
Philippine Sea	24.71670	125.46900	260001016	49
Philippine Sea	26.07140	127.68100	260001016	50
Philippine Sea	26.74170	128.33600	260001016	51
Philippine Sea	28.35830	130.03599	260001016	52
Philippine Sea	30.34310	130.87199	260001016	53
Philippine Sea	30.83330	131.05800	260001016	54
Philippine Sea	31.27780	131.13300	260001016	55
Philippine Sea	32.56670	131.13300	260001016	56
Philippine Sea	33.00000	131.00000	260001016	57
Philippine Sea	33.26390	131.90601	260001016	58
Liaodong Gulf	40.26670	120.50000	260001015	1
Liaodong Gulf	40.94911	120.91518	260001015	2
Liaodong Gulf	40.91572	122.05615	260001015	3
Liaodong Gulf	40.48187	122.37074	260001015	4
Liaodong Gulf	39.62208	121.53718	260001015	5
Liaodong Gulf	39.54580	121.22500	260001015	6
Liaodong Gulf	40.26670	120.50000	260001015	7
Japan Sea	41.80330	141.19000	260001014	1
Japan Sea	41.42860	141.46500	260001014	2
Japan Sea	38.00000	140.00000	260001014	3
Japan Sea	35.50000	136.70000	260001014	4
Japan Sea	35.00000	135.60001	260001014	5
Japan Sea	35.00000	134.00000	260001014	6
Japan Sea	34.02170	130.90700	260001014	7
Japan Sea	33.97220	130.86700	260001014	8
Japan Sea	33.96670	130.85400	260001014	9
Japan Sea	33.93110	130.73100	260001014	10
Japan Sea	32.56670	129.74200	260001014	11
Japan Sea	32.60970	128.60001	260001014	12
Japan Sea	33.19170	126.29200	260001014	13
Japan Sea	33.28750	126.16200	260001014	14
Japan Sea	34.20690	125.80000	260001014	15
Japan Sea	34.36110	126.01400	260001014	16
Japan Sea	34.41940	126.09000	260001014	17
Japan Sea	34.58890	126.25000	260001014	18
Japan Sea	36.00000	127.10000	260001014	19
Japan Sea	40.00000	127.10000	260001014	20
Japan Sea	45.82080	134.00000	260001014	21
Japan Sea	45.82080	137.69200	260001014	22
Japan Sea	46.04440	141.91901	260001014	23
Japan Sea	45.44720	141.64999	260001014	24
Japan Sea	43.50000	142.60001	260001014	25
Japan Sea	41.80330	141.19000	260001014	26
Gulf of Tartary	46.04440	141.91901	260001013	1
Gulf of Tartary	45.82080	137.69200	260001013	2
Gulf of Tartary	49.06408	140.09154	260001013	3
Gulf of Tartary	51.66364	140.62797	260001013	4
Gulf of Tartary	51.68330	141.10600	260001013	5
Gulf of Tartary	51.74440	141.67500	260001013	6
Gulf of Tartary	51.74440	142.34000	260001013	7
Gulf of Tartary	48.00000	142.34000	260001013	8
Gulf of Tartary	46.04440	141.91901	260001013	9
Gulf of Panama	7.46944	-80.00000	260001012	1
Gulf of Panama	8.20000	-80.70000	260001012	2
Gulf of Panama	9.15000	-79.50000	260001012	3
Gulf of Panama	9.15000	-78.84789	260001012	4
Gulf of Panama	8.36739	-78.19309	260001012	5
Gulf of Panama	7.56111	-78.21250	260001012	6
Gulf of Panama	7.46944	-80.00000	260001012	7
Gulf of California	22.87080	-109.89200	260001011	1
Gulf of California	23.55000	-109.89200	260001011	2
Gulf of California	24.00000	-110.70000	260001011	3
Gulf of California	26.00000	-111.70000	260001011	4
Gulf of California	28.00000	-113.20000	260001011	5
Gulf of California	30.00000	-115.00000	260001011	6
Gulf of California	32.00000	-115.20000	260001011	7
Gulf of California	32.00000	-113.00000	260001011	8
Gulf of California	23.65000	-106.82500	260001011	9
Gulf of California	22.87080	-109.89200	260001011	10
Gulf of Alaska	54.81110	-163.35001	260001010	1
Gulf of Alaska	58.20000	-155.00000	260001010	2
Gulf of Alaska	60.00000	-155.00000	260001010	3
Gulf of Alaska	62.50000	-150.00000	260001010	4
Gulf of Alaska	60.00000	-137.00000	260001010	5
Gulf of Alaska	58.21110	-136.66400	260001010	6
Gulf of Alaska	54.00000	-163.00000	260001010	7
Gulf of Alaska	54.81110	-163.35001	260001010	8
East China Sea	31.27780	131.13300	260001009	1
East China Sea	30.83330	131.05800	260001009	2
East China Sea	30.34310	130.87199	260001009	3
East China Sea	28.35830	130.03599	260001009	4
East China Sea	26.74170	128.33600	260001009	5
East China Sea	26.07140	127.68100	260001009	6
East China Sea	24.71670	125.46900	260001009	7
East China Sea	24.05000	123.78300	260001009	8
East China Sea	24.44440	122.93500	260001009	9
East China Sea	25.00830	122.01100	260001009	10
East China Sea	25.29580	121.54200	260001009	11
East China Sea	25.66670	119.78600	260001009	12
East China Sea	25.70000	119.60000	260001009	13
East China Sea	26.70596	119.35058	260001009	14
East China Sea	32.27912	120.05934	260001009	15
East China Sea	31.70000	121.90000	260001009	16
East China Sea	33.28750	126.16200	260001009	17
East China Sea	33.19170	126.29200	260001009	18
East China Sea	32.60970	128.60001	260001009	19
East China Sea	32.56670	129.74200	260001009	20
East China Sea	32.56670	131.13300	260001009	21
East China Sea	31.27780	131.13300	260001009	22
Coastal waters of SE Alaska	58.21110	-136.66400	260001008	1
Coastal waters of SE Alaska	60.00000	-137.00000	260001008	2
Coastal waters of SE Alaska	60.00000	-135.00000	260001008	3
Coastal waters of SE Alaska	47.00000	-120.00000	260001008	4
Coastal waters of SE Alaska	46.70000	-123.00000	260001008	5
Coastal waters of SE Alaska	48.38190	-124.73100	260001008	6
Coastal waters of SE Alaska	48.39170	-124.73300	260001008	7
Coastal waters of SE Alaska	48.39170	-124.73300	260001008	8
Coastal waters of SE Alaska	48.59440	-124.71400	260001008	9
Coastal waters of SE Alaska	50.74330	-128.40900	260001008	10
Coastal waters of SE Alaska	50.81670	-128.68300	260001008	11
Coastal waters of SE Alaska	50.81670	-128.68300	260001008	12
Coastal waters of SE Alaska	51.91670	-130.98300	260001008	13
Coastal waters of SE Alaska	51.91670	-130.98300	260001008	14
Coastal waters of SE Alaska	51.93500	-131.01100	260001008	15
Coastal waters of SE Alaska	54.18330	-133.08299	260001008	16
Coastal waters of SE Alaska	54.24830	-133.07500	260001008	17
Coastal waters of SE Alaska	54.24830	-133.07500	260001008	18
Coastal waters of SE Alaska	54.70280	-132.87199	260001008	19
Coastal waters of SE Alaska	58.09310	-136.54201	260001008	20
Coastal waters of SE Alaska	58.21110	-136.66400	260001008	21
Bo Sea	38.72640	121.13300	260001007	1
Bo Sea	37.82920	120.74200	260001007	2
Bo Sea	36.80000	120.00000	260001007	3
Bo Sea	37.39332	117.95590	260001007	4
Bo Sea	39.50000	117.30000	260001007	5
Bo Sea	40.26670	120.50000	260001007	6
Bo Sea	39.54580	121.22500	260001007	7
Bo Sea	39.54580	122.36000	260001007	8
Bo Sea	38.72640	121.13300	260001007	9
Bering Sea, western part	62.50000	-179.99899	260001006	1
Bering Sea, western part	64.23890	-173.09200	260001006	2
Bering Sea, western part	65.50000	-175.00000	260001006	3
Bering Sea, western part	66.55000	-171.06667	260001006	4
Bering Sea, western part	66.55000	-164.73334	260001006	5
Bering Sea, western part	66.10000	-164.73334	260001006	6
Bering Sea, western part	65.88359	-161.22378	260001006	7
Bering Sea, western part	58.20000	-155.00000	260001006	8
Bering Sea, western part	54.81110	-163.35001	260001006	9
Bering Sea, western part	54.00000	-163.00000	260001006	10
Bering Sea, western part	52.20000	-170.00000	260001006	11
Bering Sea, western part	50.90000	-179.99899	260001006	12
Bering Sea, western part	62.50000	-179.99899	260001006	13
Bering Sea, eastern part	56.00830	163.05000	260001005	1
Bering Sea, eastern part	57.80000	161.00000	260001005	2
Bering Sea, eastern part	60.00000	162.30000	260001005	3
Bering Sea, eastern part	61.00000	166.20000	260001005	4
Bering Sea, eastern part	63.30000	177.50000	260001005	5
Bering Sea, eastern part	62.28330	179.10800	260001005	6
Bering Sea, eastern part	62.50000	179.99899	260001005	7
Bering Sea, eastern part	50.90000	179.99899	260001005	8
Bering Sea, eastern part	52.24000	173.10001	260001005	9
Bering Sea, eastern part	52.92220	172.44701	260001005	10
Bering Sea, eastern part	54.44000	168.00000	260001005	11
Bering Sea, eastern part	54.65830	166.67900	260001005	12
Bering Sea, eastern part	56.00830	163.05000	260001005	13
Anadyrskiy Gulf, eastern part	62.50000	179.99899	260001004	1
Anadyrskiy Gulf, eastern part	62.28330	179.10800	260001004	2
Anadyrskiy Gulf, eastern part	63.30000	177.50000	260001004	3
Anadyrskiy Gulf, eastern part	65.00000	175.00000	260001004	4
Anadyrskiy Gulf, eastern part	66.60000	179.99899	260001004	5
Anadyrskiy Gulf, eastern part	62.50000	179.99899	260001004	6
Anadyrskiy Gulf, western part	67.30000	-178.00000	260001003	1
Anadyrskiy Gulf, western part	65.50000	-175.00000	260001003	2
